iter	MAE
229	0.104614478
230	0.1045249481
231	0.1044945631
232	0.1042553047
233	0.1041661876
234	0.1040080641
235	0.1039174574
236	0.1038207611
237	0.1034522796
238	0.1033476366
239	0.10324471
240	0.1030972539
241	0.1029165299
242	0.1027256241
243	0.1025476931
244	0.1021461749
245	0.1020190239
246	0.101872788
247	0.1016737386
248	0.1015311484
249	0.1011632366
250	0.1009764431
251	0.1007846557
252	0.1005550141
253	0.1004907933
254	0.1003154295
255	0.1001888444
256	0.1000999171
257	0.09983653016
258	0.09978450151
259	0.09967246125
260	0.09948581939
261	0.09940647944
262	0.09935707627
263	0.09924099244
264	0.09917180252
265	0.09907329959
266	0.09883825379
267	0.09876892654
268	0.09858736163
269	0.09848968426
270	0.09842517155
271	0.09828712772
272	0.09821803832
273	0.0980577343
274	0.09777945589
275	0.09742478951
276	0.09730400222
277	0.09719521236
278	0.09709737661
279	0.09703987649
280	0.09699631781
281	0.09681662201
282	0.0967167827
283	0.09665512156
284	0.09643917001
285	0.09636566862
286	0.09628354618
287	0.09617373997
288	0.09593823554
289	0.09587281747
290	0.09582733895
291	0.09578255076
292	0.09559947232
293	0.09545145182
294	0.09520510275
295	0.09511687803
296	0.0949821315
297	0.09490785243
298	0.09478608332
299	0.09469211651
300	0.09457156722
301	0.09433266627
302	0.09411582288
303	0.09396428141
304	0.09390731471
305	0.09374631433
306	0.09369802414
307	0.09362720181
308	0.09348016461
309	0.09332152093
310	0.09319902981
311	0.09314364327
312	0.0930303119
313	0.09289146973
314	0.09279200189
315	0.09267737844
316	0.09250872925
317	0.09241473677
318	0.09214987004
319	0.09207051987
320	0.09196054848
321	0.09179333404
322	0.09171080756
323	0.09162503867
324	0.09152754454
325	0.09143907764
326	0.09135762162
327	0.09127531136
328	0.09118998634
329	0.09112261707
330	0.09101611557
331	0.09087020139
332	0.09076789533
333	0.09069960075
334	0.09053086679
335	0.09047480762
336	0.09040043062
337	0.0903545912
338	0.09027989197
339	0.0901373116
340	0.08999558349
341	0.08993415397
342	0.08980882638
343	0.08973671107
344	0.08964579135
345	0.08958450083
346	0.08954632331
347	0.08943776776
348	0.0893146882
349	0.08928483144
350	0.08919819477
351	0.08910023574
352	0.08895620737
353	0.08888151835
354	0.08882292983
355	0.08860709689
356	0.08857153904
357	0.08846900515
358	0.08841543867
359	0.08837998018
360	0.08834751452
361	0.08832335855
362	0.08825218173
363	0.08819398539
364	0.08806141125
365	0.08791828048
366	0.08781727273
367	0.08776150439
368	0.0877006925
369	0.08767134632
370	0.08757006616
371	0.08737767062
372	0.08732730332
373	0.08727267729
374	0.08721478475
375	0.08711484507
376	0.08707789781
377	0.08695876483
378	0.08688956751
379	0.08682130635
380	0.08678507513
381	0.08660266879
382	0.08657806576
383	0.08653043747
384	0.08648897095
385	0.08638917407
386	0.08631016733
387	0.08627847293
388	0.08622424907
389	0.08619641099
390	0.0861418208
391	0.08610908619
392	0.08602671692
393	0.08601776801
394	0.08598656203
395	0.08595814582
396	0.08593522811
397	0.08587152653
398	0.08575981825
399	0.08572296439
400	0.08567502667
401	0.08561750749
402	0.08559649177
403	0.08550742822
404	0.08544136255
405	0.08530590031
406	0.08517361504
407	0.08513144031
408	0.0850825386
409	0.08502876433
410	0.08493021941
411	0.08469931058
412	0.0845882709
413	0.08454498952
414	0.08451951918
415	0.08450426026
416	0.08446525158
417	0.08433146025
418	0.08429973389
419	0.08426381403
420	0.08423454265
421	0.08414006796
422	0.08404221366
423	0.08399071405
424	0.08390268792
425	0.08379540075
426	0.08377391544
427	0.08357229411
428	0.08347538259
429	0.08343212894
430	0.08341528701
431	0.08337064557
432	0.08333994856
433	0.08329194873
434	0.08326178379
435	0.08323691419
436	0.08321390165
437	0.08317567928
438	0.08306284455
439	0.08304769698
440	0.0828518501
441	0.08279517587
442	0.08269011201
443	0.08266559663
444	0.08262208913
445	0.08258987277
446	0.08250381395
447	0.08247844914
448	0.08245309664
449	0.08238450984
450	0.08233919302
451	0.082154638
452	0.08203967259
453	0.08188297453
454	0.08182429032
455	0.08179479386
456	0.08177355379
457	0.08171236872
458	0.081644752
459	0.08158601348
460	0.08153804475
461	0.08152185821
462	0.0814331335
463	0.08141773836
464	0.08132512431
465	0.08122392688
466	0.08120534549
467	0.08116845057
468	0.08114310911
469	0.08110885455
470	0.08103908478
471	0.08099908935
472	0.0809883689
473	0.08094689057
474	0.08082798348
475	0.08082489939
476	0.08075092294
477	0.08061579118
478	0.08054834564
479	0.08042301497
480	0.08029123339
481	0.08025867764
482	0.0801882238
483	0.08006592998
484	0.08000644972
485	0.07995578687
486	0.07985278417
487	0.0798079916
488	0.07971111824
489	0.07964122727
490	0.07954360721
491	0.07945777486
492	0.07939212311
493	0.0792900491
494	0.07928215009
495	0.07918855801
496	0.07904269571
497	0.0789396817
498	0.0789120206
499	0.07883598121
500	0.07878496791
501	0.07869890615
502	0.07868552379
503	0.07867279365
504	0.07860295139
505	0.07853364673
506	0.07849600848
507	0.07838380475
508	0.07835012849
509	0.07833531045
510	0.07832876924
511	0.07831146782
512	0.07822002612
513	0.07820809062
514	0.07820184825
515	0.07810744502
516	0.07800703464
517	0.07797510804
518	0.0779447467
519	0.07783740526
520	0.07781972078
521	0.07774911425
522	0.07772741081
523	0.07761470175
524	0.07753618642
525	0.0774803137
526	0.07732376868
527	0.07720548448
528	0.07707946466
529	0.07704747653
530	0.076960187
531	0.07690146162
532	0.07678722345
533	0.0767238641
534	0.07667864638
535	0.07658804707
536	0.0765464876
537	0.07646911796
538	0.07642130568
539	0.07640868377
540	0.07637967776
541	0.07634583248
542	0.07632375071
543	0.07624779237
544	0.07623888707
545	0.07620144637
546	0.07617376215
547	0.07615179765
548	0.07612514876
549	0.07610278464
550	0.07604853323
551	0.07602944981
552	0.07592705456
553	0.07585495087
554	0.07577810566
555	0.0757499707
556	0.07574555656
557	0.07568855741
558	0.07556372096
559	0.07548654478
560	0.07544688028
561	0.07540746482
562	0.07538551415
563	0.0753762362
564	0.07533503742
565	0.07531754736
566	0.07526652029
567	0.07524627604
568	0.07520061676
569	0.07517139581
570	0.07506520967
571	0.07500518677
572	0.07495997186
573	0.07489060947
574	0.07486955358
575	0.07485076951
576	0.0747820469
577	0.07474517127
578	0.07466096148
579	0.07460075201
580	0.07450603616
581	0.07441265286
582	0.07431471101
583	0.07430182216
584	0.0742635546
585	0.07422157636
586	0.07417236348
587	0.07408729129
588	0.0740696117
589	0.07405478322
590	0.07403327388
591	0.0740098372
592	0.07400451621
593	0.07399964282
594	0.07393305847
595	0.07390010207
596	0.073883066
597	0.07386084999
598	0.07384654534
599	0.07374206106
600	0.07366214359
601	0.07361638995
602	0.07359819878
603	0.07355130437
604	0.07353317983
605	0.07351258946
606	0.0734847677
607	0.07341710082
608	0.07336267247
609	0.07321364963
610	0.0731695276
611	0.07309350508
612	0.07308256402
613	0.07295526467
614	0.07294567204
615	0.07291743776
616	0.07285016907
617	0.07278597876
618	0.07275088224
619	0.07270443875
620	0.07266330811
621	0.07265898578
622	0.07264752719
623	0.07261452068
624	0.07257773896
625	0.07251932377
626	0.07251681118
627	0.07242543586
628	0.07241300731
629	0.07236707037
630	0.07236363561
631	0.07232650382
632	0.07227244662
633	0.07226371305
634	0.07222295011
635	0.07218605118
636	0.07215225588
637	0.07210395019
638	0.07207776598
639	0.07203529177
640	0.07199003578
641	0.07195059001
642	0.07192957504
643	0.07189964311
644	0.07179534654
645	0.07172917948
646	0.07150527468
647	0.07149161263
648	0.07148057454
649	0.07147296681
650	0.07145657557
651	0.07144995167
652	0.07141445081
653	0.07134914262
654	0.07134668085
655	0.07130942105
656	0.07117551814
657	0.07116877666
658	0.07114080858
659	0.07111466801
660	0.07110781478
661	0.0710805605
662	0.07107100777
663	0.0710380748
664	0.0709971359
665	0.07098153403
666	0.07094729391
667	0.07088325411
668	0.07083613725
669	0.07070559754
670	0.07065043125
671	0.07055535837
672	0.07045654789
673	0.07031347186
674	0.07027046355
675	0.07022572632
676	0.07016655571
677	0.07004448245
678	0.07002354176
679	0.06995551117
680	0.0699173539
681	0.06982163538
682	0.06977872113
683	0.06977487843
684	0.06976462554
685	0.06973705958
686	0.06970721428
687	0.06969985071
688	0.06967035902
689	0.06958583906
690	0.06950265743
691	0.06947255564
692	0.06944880458
693	0.06939521254
694	0.06930913656
695	0.06927544428
696	0.06923227261
697	0.06912015146
698	0.0691071808
699	0.0690999864
